service_id,date,exception_type
95,20240501,2
95,20240515,2
95,20240610,2
95,20240701,2
95,20240918,2
95,20241001,2
95,20241011,2
95,20241225,2
95,20241226,2
96,20240210,2
96,20240330,2
97,20240101,2
97,20240210,2
97,20240212,2
97,20240330,2
97,20240401,2
97,20240610,2
97,20240701,2
98,20240210,2
98,20240213,2
98,20240330,2
98,20241001,2
99,20240101,2
99,20240210,2
99,20240212,2
99,20240213,2
99,20240330,2
99,20240401,2
99,20240610,2
99,20240701,2
99,20241001,2
100,20240210,2
100,20240330,2
100,20240501,2
100,20240515,2
100,20240918,2
100,20241225,2
101,20240101,2
101,20240210,2
101,20240212,2
101,20240330,2
101,20240401,2
101,20240501,2
101,20240515,2
101,20240610,2
101,20240701,2
101,20240918,2
101,20241225,2
102,20240210,2
102,20240213,2
102,20240330,2
102,20240501,2
102,20240515,2
102,20240918,2
102,20241001,2
102,20241225,2
103,20240101,2
103,20240210,2
103,20240212,2
103,20240213,2
103,20240330,2
103,20240401,2
103,20240501,2
103,20240515,2
103,20240610,2
103,20240701,2
103,20240918,2
103,20241001,2
103,20241225,2
104,20240210,2
104,20240330,2
104,20240404,2
104,20241226,2
105,20240101,2
105,20240210,2
105,20240212,2
105,20240330,2
105,20240401,2
105,20240404,2
105,20240610,2
105,20240701,2
105,20241226,2
106,20240210,2
106,20240213,2
106,20240330,2
106,20240404,2
106,20241001,2
106,20241226,2
107,20240101,2
107,20240210,2
107,20240212,2
107,20240213,2
107,20240330,2
107,20240401,2
107,20240404,2
107,20240610,2
107,20240701,2
107,20241001,2
107,20241226,2
108,20240210,2
108,20240330,2
108,20240404,2
108,20240501,2
108,20240515,2
108,20240918,2
108,20241225,2
108,20241226,2
109,20240101,2
109,20240210,2
109,20240212,2
109,20240330,2
109,20240401,2
109,20240404,2
109,20240501,2
109,20240515,2
109,20240610,2
109,20240701,2
109,20240918,2
109,20241225,2
109,20241226,2
110,20240210,2
110,20240213,2
110,20240330,2
110,20240404,2
110,20240501,2
110,20240515,2
110,20240918,2
110,20241001,2
110,20241225,2
110,20241226,2
111,20240101,2
111,20240210,2
111,20240212,2
111,20240213,2
111,20240330,2
111,20240401,2
111,20240404,2
111,20240501,2
111,20240515,2
111,20240610,2
111,20240701,2
111,20240918,2
111,20241001,2
111,20241225,2
111,20241226,2
112,20240210,2
112,20240329,2
112,20240330,2
112,20241011,2
113,20240101,2
113,20240210,2
113,20240212,2
113,20240329,2
113,20240330,2
113,20240401,2
113,20240610,2
113,20240701,2
113,20241011,2
114,20240210,2
114,20240213,2
114,20240329,2
114,20240330,2
114,20241001,2
114,20241011,2
115,20240101,2
115,20240210,2
115,20240212,2
115,20240213,2
115,20240329,2
115,20240330,2
115,20240401,2
115,20240610,2
115,20240701,2
115,20241001,2
115,20241011,2
116,20240210,2
116,20240329,2
116,20240330,2
116,20240501,2
116,20240515,2
116,20240918,2
116,20241011,2
116,20241225,2
117,20240101,2
117,20240210,2
117,20240212,2
117,20240329,2
117,20240330,2
117,20240401,2
117,20240501,2
117,20240515,2
117,20240610,2
117,20240701,2
117,20240918,2
117,20241011,2
117,20241225,2
118,20240210,2
118,20240213,2
118,20240329,2
118,20240330,2
118,20240501,2
118,20240515,2
118,20240918,2
118,20241001,2
118,20241011,2
118,20241225,2
119,20240101,2
119,20240210,2
119,20240212,2
119,20240213,2
119,20240329,2
119,20240330,2
119,20240401,2
119,20240501,2
119,20240515,2
119,20240610,2
119,20240701,2
119,20240918,2
119,20241001,2
119,20241011,2
119,20241225,2
120,20240210,2
120,20240329,2
120,20240330,2
120,20240404,2
120,20241011,2
120,20241226,2
121,20240101,2
121,20240210,2
121,20240212,2
121,20240329,2
121,20240330,2
121,20240401,2
121,20240404,2
121,20240610,2
121,20240701,2
121,20241011,2
121,20241226,2
122,20240210,2
122,20240213,2
122,20240329,2
122,20240330,2
122,20240404,2
122,20241001,2
122,20241011,2
122,20241226,2
123,20240101,2
123,20240210,2
123,20240212,2
123,20240213,2
123,20240329,2
123,20240330,2
123,20240401,2
123,20240404,2
123,20240610,2
123,20240701,2
123,20241001,2
123,20241011,2
123,20241226,2
124,20240210,2
124,20240329,2
124,20240330,2
124,20240404,2
124,20240501,2
124,20240515,2
124,20240918,2
124,20241011,2
124,20241225,2
124,20241226,2
125,20240101,2
125,20240210,2
125,20240212,2
125,20240329,2
125,20240330,2
125,20240401,2
125,20240404,2
125,20240501,2
125,20240515,2
125,20240610,2
125,20240701,2
125,20240918,2
125,20241011,2
125,20241225,2
125,20241226,2
126,20240210,2
126,20240213,2
126,20240329,2
126,20240330,2
126,20240404,2
126,20240501,2
126,20240515,2
126,20240918,2
126,20241001,2
126,20241011,2
126,20241225,2
126,20241226,2
127,20240101,2
127,20240210,2
127,20240212,2
127,20240213,2
127,20240329,2
127,20240330,2
127,20240401,2
127,20240404,2
127,20240501,2
127,20240515,2
127,20240610,2
127,20240701,2
127,20240918,2
127,20241001,2
127,20241011,2
127,20241225,2
127,20241226,2
128,20240101,1
128,20240210,1
128,20240212,1
128,20240213,1
128,20240329,1
128,20240330,1
128,20240401,1
128,20240404,1
128,20240501,1
128,20240515,1
128,20240610,1
128,20240701,1
128,20240918,1
128,20241001,1
128,20241011,1
128,20241225,1
128,20241226,1
129,20240210,1
129,20240213,1
129,20240329,1
129,20240330,1
129,20240404,1
129,20240501,1
129,20240515,1
129,20240918,1
129,20241001,1
129,20241011,1
129,20241225,1
129,20241226,1
130,20240101,1
130,20240210,1
130,20240212,1
130,20240329,1
130,20240330,1
130,20240401,1
130,20240404,1
130,20240501,1
130,20240515,1
130,20240610,1
130,20240701,1
130,20240918,1
130,20241011,1
130,20241225,1
130,20241226,1
131,20240210,1
131,20240329,1
131,20240330,1
131,20240404,1
131,20240501,1
131,20240515,1
131,20240918,1
131,20241011,1
131,20241225,1
131,20241226,1
132,20240101,1
132,20240210,1
132,20240212,1
132,20240213,1
132,20240329,1
132,20240330,1
132,20240401,1
132,20240404,1
132,20240610,1
132,20240701,1
132,20241001,1
132,20241011,1
132,20241226,1
133,20240210,1
133,20240213,1
133,20240329,1
133,20240330,1
133,20240404,1
133,20241001,1
133,20241011,1
133,20241226,1
134,20240101,1
134,20240210,1
134,20240212,1
134,20240329,1
134,20240330,1
134,20240401,1
134,20240404,1
134,20240610,1
134,20240701,1
134,20241011,1
134,20241226,1
135,20240210,1
135,20240329,1
135,20240330,1
135,20240404,1
135,20241011,1
135,20241226,1
136,20240101,1
136,20240210,1
136,20240212,1
136,20240213,1
136,20240329,1
136,20240330,1
136,20240401,1
136,20240501,1
136,20240515,1
136,20240610,1
136,20240701,1
136,20240918,1
136,20241001,1
136,20241011,1
136,20241225,1
137,20240210,1
137,20240213,1
137,20240329,1
137,20240330,1
137,20240501,1
137,20240515,1
137,20240918,1
137,20241001,1
137,20241011,1
137,20241225,1
138,20240101,1
138,20240210,1
138,20240212,1
138,20240329,1
138,20240330,1
138,20240401,1
138,20240501,1
138,20240515,1
138,20240610,1
138,20240701,1
138,20240918,1
138,20241011,1
138,20241225,1
139,20240210,1
139,20240329,1
139,20240330,1
139,20240501,1
139,20240515,1
139,20240918,1
139,20241011,1
139,20241225,1
140,20240101,1
140,20240210,1
140,20240212,1
140,20240213,1
140,20240329,1
140,20240330,1
140,20240401,1
140,20240610,1
140,20240701,1
140,20241001,1
140,20241011,1
141,20240210,1
141,20240213,1
141,20240329,1
141,20240330,1
141,20241001,1
141,20241011,1
142,20240101,1
142,20240210,1
142,20240212,1
142,20240329,1
142,20240330,1
142,20240401,1
142,20240610,1
142,20240701,1
142,20241011,1
143,20240210,1
143,20240329,1
143,20240330,1
143,20241011,1
144,20240101,1
144,20240210,1
144,20240212,1
144,20240213,1
144,20240330,1
144,20240401,1
144,20240404,1
144,20240501,1
144,20240515,1
144,20240610,1
144,20240701,1
144,20240918,1
144,20241001,1
144,20241225,1
144,20241226,1
145,20240210,1
145,20240213,1
145,20240330,1
145,20240404,1
145,20240501,1
145,20240515,1
145,20240918,1
145,20241001,1
145,20241225,1
145,20241226,1
146,20240101,1
146,20240210,1
146,20240212,1
146,20240330,1
146,20240401,1
146,20240404,1
146,20240501,1
146,20240515,1
146,20240610,1
146,20240701,1
146,20240918,1
146,20241225,1
146,20241226,1
147,20240210,1
147,20240330,1
147,20240404,1
147,20240501,1
147,20240515,1
147,20240918,1
147,20241225,1
147,20241226,1
148,20240101,1
148,20240210,1
148,20240212,1
148,20240213,1
148,20240330,1
148,20240401,1
148,20240404,1
148,20240610,1
148,20240701,1
148,20241001,1
148,20241226,1
149,20240210,1
149,20240213,1
149,20240330,1
149,20240404,1
149,20241001,1
149,20241226,1
150,20240101,1
150,20240210,1
150,20240212,1
150,20240330,1
150,20240401,1
150,20240404,1
150,20240610,1
150,20240701,1
150,20241226,1
151,20240210,1
151,20240330,1
151,20240404,1
151,20241226,1
152,20240101,1
152,20240210,1
152,20240212,1
152,20240213,1
152,20240330,1
152,20240401,1
152,20240501,1
152,20240515,1
152,20240610,1
152,20240701,1
152,20240918,1
152,20241001,1
152,20241225,1
153,20240210,1
153,20240213,1
153,20240330,1
153,20240501,1
153,20240515,1
153,20240918,1
153,20241001,1
153,20241225,1
154,20240101,1
154,20240210,1
154,20240212,1
154,20240330,1
154,20240401,1
154,20240501,1
154,20240515,1
154,20240610,1
154,20240701,1
154,20240918,1
154,20241225,1
155,20240210,1
155,20240330,1
155,20240501,1
155,20240515,1
155,20240918,1
155,20241225,1
156,20240101,1
156,20240210,1
156,20240212,1
156,20240213,1
156,20240330,1
156,20240401,1
156,20240610,1
156,20240701,1
156,20241001,1
157,20240210,1
157,20240213,1
157,20240330,1
157,20241001,1
158,20240101,1
158,20240210,1
158,20240212,1
158,20240330,1
158,20240401,1
158,20240610,1
158,20240701,1
159,20240210,1
159,20240330,1
160,20240101,1
160,20240212,1
160,20240213,1
160,20240329,1
160,20240401,1
160,20240404,1
160,20240501,1
160,20240515,1
160,20240610,1
160,20240701,1
160,20240918,1
160,20241001,1
160,20241011,1
160,20241225,1
160,20241226,1
161,20240213,1
161,20240329,1
161,20240404,1
161,20240501,1
161,20240515,1
161,20240918,1
161,20241001,1
161,20241011,1
161,20241225,1
161,20241226,1
162,20240101,1
162,20240212,1
162,20240329,1
162,20240401,1
162,20240404,1
162,20240501,1
162,20240515,1
162,20240610,1
162,20240701,1
162,20240918,1
162,20241011,1
162,20241225,1
162,20241226,1
163,20240329,1
163,20240404,1
163,20240501,1
163,20240515,1
163,20240918,1
163,20241011,1
163,20241225,1
163,20241226,1
164,20240101,1
164,20240212,1
164,20240213,1
164,20240329,1
164,20240401,1
164,20240404,1
164,20240610,1
164,20240701,1
164,20241001,1
164,20241011,1
164,20241226,1
165,20240213,1
165,20240329,1
165,20240404,1
165,20241001,1
165,20241011,1
165,20241226,1
166,20240101,1
166,20240212,1
166,20240329,1
166,20240401,1
166,20240404,1
166,20240610,1
166,20240701,1
166,20241011,1
166,20241226,1
167,20240329,1
167,20240404,1
167,20241011,1
167,20241226,1
168,20240101,1
168,20240212,1
168,20240213,1
168,20240329,1
168,20240401,1
168,20240501,1
168,20240515,1
168,20240610,1
168,20240701,1
168,20240918,1
168,20241001,1
168,20241011,1
168,20241225,1
169,20240213,1
169,20240329,1
169,20240501,1
169,20240515,1
169,20240918,1
169,20241001,1
169,20241011,1
169,20241225,1
170,20240101,1
170,20240212,1
170,20240329,1
170,20240401,1
170,20240501,1
170,20240515,1
170,20240610,1
170,20240701,1
170,20240918,1
170,20241011,1
170,20241225,1
171,20240329,1
171,20240501,1
171,20240515,1
171,20240918,1
171,20241011,1
171,20241225,1
172,20240101,1
172,20240212,1
172,20240213,1
172,20240329,1
172,20240401,1
172,20240610,1
172,20240701,1
172,20241001,1
172,20241011,1
173,20240213,1
173,20240329,1
173,20241001,1
173,20241011,1
174,20240101,1
174,20240212,1
174,20240329,1
174,20240401,1
174,20240610,1
174,20240701,1
174,20241011,1
175,20240329,1
175,20241011,1
176,20240101,1
176,20240212,1
176,20240213,1
176,20240401,1
176,20240404,1
176,20240501,1
176,20240515,1
176,20240610,1
176,20240701,1
176,20240918,1
176,20241001,1
176,20241225,1
176,20241226,1
177,20240213,1
177,20240404,1
177,20240501,1
177,20240515,1
177,20240918,1
177,20241001,1
177,20241225,1
177,20241226,1
178,20240101,1
178,20240212,1
178,20240401,1
178,20240404,1
178,20240501,1
178,20240515,1
178,20240610,1
178,20240701,1
178,20240918,1
178,20241225,1
178,20241226,1
179,20240404,1
179,20240501,1
179,20240515,1
179,20240918,1
179,20241225,1
179,20241226,1
180,20240101,1
180,20240212,1
180,20240213,1
180,20240401,1
180,20240404,1
180,20240610,1
180,20240701,1
180,20241001,1
180,20241226,1
181,20240213,1
181,20240404,1
181,20241001,1
181,20241226,1
182,20240101,1
182,20240212,1
182,20240401,1
182,20240404,1
182,20240610,1
182,20240701,1
182,20241226,1
183,20240404,1
183,20241226,1
184,20240101,1
184,20240212,1
184,20240213,1
184,20240401,1
184,20240501,1
184,20240515,1
184,20240610,1
184,20240701,1
184,20240918,1
184,20241001,1
184,20241225,1
185,20240213,1
185,20240501,1
185,20240515,1
185,20240918,1
185,20241001,1
185,20241225,1
186,20240101,1
186,20240212,1
186,20240401,1
186,20240501,1
186,20240515,1
186,20240610,1
186,20240701,1
186,20240918,1
186,20241225,1
187,20240501,1
187,20240515,1
187,20240918,1
187,20241225,1
188,20240101,1
188,20240212,1
188,20240213,1
188,20240401,1
188,20240610,1
188,20240701,1
188,20241001,1
189,20240213,1
189,20241001,1
190,20240101,1
190,20240212,1
190,20240401,1
190,20240610,1
190,20240701,1
192,20240101,1
192,20240210,1
192,20240212,1
192,20240213,1
192,20240329,1
192,20240330,1
192,20240401,1
192,20240404,1
192,20240501,1
192,20240515,1
192,20240610,1
192,20240701,1
192,20240918,1
192,20241001,1
192,20241011,1
192,20241225,1
192,20241226,1
193,20240210,1
193,20240213,1
193,20240329,1
193,20240330,1
193,20240404,1
193,20240501,1
193,20240515,1
193,20240918,1
193,20241001,1
193,20241011,1
193,20241225,1
193,20241226,1
194,20240101,1
194,20240210,1
194,20240212,1
194,20240329,1
194,20240330,1
194,20240401,1
194,20240404,1
194,20240501,1
194,20240515,1
194,20240610,1
194,20240701,1
194,20240918,1
194,20241011,1
194,20241225,1
194,20241226,1
195,20240210,1
195,20240329,1
195,20240330,1
195,20240404,1
195,20240501,1
195,20240515,1
195,20240918,1
195,20241011,1
195,20241225,1
195,20241226,1
196,20240101,1
196,20240210,1
196,20240212,1
196,20240213,1
196,20240329,1
196,20240330,1
196,20240401,1
196,20240404,1
196,20240610,1
196,20240701,1
196,20241001,1
196,20241011,1
196,20241226,1
197,20240210,1
197,20240213,1
197,20240329,1
197,20240330,1
197,20240404,1
197,20241001,1
197,20241011,1
197,20241226,1
198,20240101,1
198,20240210,1
198,20240212,1
198,20240329,1
198,20240330,1
198,20240401,1
198,20240404,1
198,20240610,1
198,20240701,1
198,20241011,1
198,20241226,1
199,20240210,1
199,20240329,1
199,20240330,1
199,20240404,1
199,20241011,1
199,20241226,1
200,20240101,1
200,20240210,1
200,20240212,1
200,20240213,1
200,20240329,1
200,20240330,1
200,20240401,1
200,20240501,1
200,20240515,1
200,20240610,1
200,20240701,1
200,20240918,1
200,20241001,1
200,20241011,1
200,20241225,1
201,20240210,1
201,20240213,1
201,20240329,1
201,20240330,1
201,20240501,1
201,20240515,1
